MoveIt! version 65804
Experiment unfurl
Running on ML003
Starting at 2023-Jun-23 13:47:58.866491
<<<|
|>>>
0 is the random seed
30 seconds per run
-1 MB per run
1.58049 seconds spent to collect the data
0 enum types
4 planners
rrtconnect
0 common properties
20 properties for each run
time REAL
success BOOLEAN
correct BOOLEAN
length REAL
machine_hostname VARCHAR(128)
machine_process_id BIGINT
machine_thread_id BIGINT
query_finish_time REAL
query_index INT
query_start_time REAL
query_timeout_trial INT
query_trial INT
request_group_name VARCHAR(128)
request_num_planning_attempts INT
request_planner_id VARCHAR(128)
request_planner_type VARCHAR(128)
robowflex_planner_name VARCHAR(128)
robowflex_robot_name VARCHAR(128)
smoothness REAL
waypoints INT
200 runs
0.00725; 0; 0; 0; ML003; 17722; 140548090627840; 0.0074440000000000001; 0; 0.000194; 0; 1; manipulator; 1; RRTConnectkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006583; 0; 0; 0; ML003; 17722; 140548090627840; 0.91233200000000003; 4; 0.90574900000000003; 0; 54; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006809; 0; 0; 0; ML003; 17722; 140548082235136; 0.91674100000000003; 4; 0.90993199999999996; 0; 55; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006494; 0; 0; 0; ML003; 17722; 140548073842432; 0.91734099999999996; 4; 0.91084699999999996; 0; 56; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006924; 0; 0; 0; ML003; 17722; 140548099020544; 0.91895800000000005; 4; 0.91203400000000001; 0; 57; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006653; 0; 0; 0; ML003; 17722; 140548090627840; 0.91903500000000005; 4; 0.91238200000000003; 0; 58; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006941; 0; 0; 0; ML003; 17722; 140548082235136; 0.92375499999999999; 4; 0.91681400000000002; 0; 59; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006759; 0; 0; 0; ML003; 17722; 140548073842432; 0.92414200000000002; 4; 0.91738299999999995; 0; 60; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006932; 0; 0; 0; ML003; 17722; 140548090627840; 0.92605800000000005; 4; 0.919126; 0; 62; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007716; 0; 0; 0; ML003; 17722; 140548099020544; 0.92673099999999997; 4; 0.91901500000000003; 0; 61; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007112; 0; 0; 0; ML003; 17722; 140548073842432; 0.93129899999999999; 4; 0.92418699999999998; 0; 64; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007788; 0; 0; 0; ML003; 17722; 140548082235136; 0.93161499999999997; 4; 0.92382699999999995; 0; 63; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007149; 0; 0; 0; ML003; 17722; 140548090627840; 0.93325899999999995; 4; 0.92610999999999999; 0; 65; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006718; 0; 0; 0; ML003; 17722; 140548099020544; 0.93351099999999998; 4; 0.92679299999999998; 0; 66; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006647; 0; 0; 0; ML003; 17722; 140548073842432; 0.93799500000000002; 4; 0.93134799999999995; 0; 67; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006616; 0; 0; 0; ML003; 17722; 140548082235136; 0.93830400000000003; 4; 0.93168799999999996; 0; 68; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00666; 0; 0; 0; ML003; 17722; 140548090627840; 0.93997699999999995; 4; 0.93331699999999995; 0; 69; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006457; 0; 0; 0; ML003; 17722; 140548099020544; 0.94001800000000002; 4; 0.93356099999999997; 0; 70; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006416; 0; 0; 0; ML003; 17722; 140548073842432; 0.94445500000000004; 4; 0.93803899999999996; 0; 71; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006841; 0; 0; 0; ML003; 17722; 140548082235136; 0.945214; 4; 0.93837300000000001; 0; 72; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006749; 0; 0; 0; ML003; 17722; 140548090627840; 0.94682299999999997; 4; 0.94007399999999997; 0; 73; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006923; 0; 0; 0; ML003; 17722; 140548099020544; 0.94701100000000005; 4; 0.94008800000000003; 0; 74; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007201; 0; 0; 0; ML003; 17722; 140548073842432; 0.95170999999999994; 4; 0.94450900000000004; 0; 75; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007425; 0; 0; 0; ML003; 17722; 140548082235136; 0.95270900000000003; 4; 0.94528400000000001; 0; 76; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00691; 0; 0; 0; ML003; 17722; 140548090627840; 0.95379000000000003; 4; 0.94688000000000005; 0; 77; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006804; 0; 0; 0; ML003; 17722; 140548099020544; 0.95386099999999996; 4; 0.94705700000000004; 0; 78; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006828; 0; 0; 0; ML003; 17722; 140548073842432; 0.95859300000000003; 4; 0.95176499999999997; 0; 79; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007095; 0; 0; 0; ML003; 17722; 140548082235136; 0.95988700000000005; 4; 0.95279199999999997; 0; 80; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007067; 0; 0; 0; ML003; 17722; 140548090627840; 0.96094800000000002; 4; 0.95388099999999998; 0; 81; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008155; 0; 0; 0; ML003; 17722; 140548099020544; 0.96209199999999995; 4; 0.95393700000000003; 0; 82; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007399; 0; 0; 0; ML003; 17722; 140548073842432; 0.96604100000000004; 4; 0.95864199999999999; 0; 83; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006526; 0; 0; 0; ML003; 17722; 140548082235136; 0.96646699999999996; 4; 0.95994100000000004; 0; 84; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006852; 0; 0; 0; ML003; 17722; 140548090627840; 0.96784700000000001; 4; 0.96099500000000004; 0; 85; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006765; 0; 0; 0; ML003; 17722; 140548099020544; 0.96892900000000004; 4; 0.96216400000000002; 0; 86; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006629; 0; 0; 0; ML003; 17722; 140548073842432; 0.97271799999999997; 4; 0.96608899999999998; 0; 87; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006732; 0; 0; 0; ML003; 17722; 140548082235136; 0.97324900000000003; 4; 0.96651699999999996; 0; 88; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006684; 0; 0; 0; ML003; 17722; 140548090627840; 0.97458999999999996; 4; 0.96790600000000004; 0; 89; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006764; 0; 0; 0; ML003; 17722; 140548099020544; 0.97576399999999996; 4; 0.96899999999999997; 0; 90; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006762; 0; 0; 0; ML003; 17722; 140548073842432; 0.97952399999999995; 4; 0.97276200000000002; 0; 91; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006691; 0; 0; 0; ML003; 17722; 140548082235136; 0.979989; 4; 0.973298; 0; 92; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006708; 0; 0; 0; ML003; 17722; 140548090627840; 0.98135399999999995; 4; 0.97464600000000001; 0; 93; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006755; 0; 0; 0; ML003; 17722; 140548099020544; 0.98258699999999999; 4; 0.97583200000000003; 0; 94; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006642; 0; 0; 0; ML003; 17722; 140548073842432; 0.98621099999999995; 4; 0.97956900000000002; 0; 95; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006836; 0; 0; 0; ML003; 17722; 140548082235136; 0.98687499999999995; 4; 0.98003899999999999; 0; 96; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00695; 0; 0; 0; ML003; 17722; 140548090627840; 0.98836000000000002; 4; 0.98141; 0; 97; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007618; 0; 0; 0; ML003; 17722; 140548099020544; 0.99027500000000002; 4; 0.982657; 0; 98; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007064; 0; 0; 0; ML003; 17722; 140548073842432; 0.99332799999999999; 4; 0.98626400000000003; 0; 99; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007303; 0; 0; 0; ML003; 17722; 140548082235136; 0.994228; 5; 0.98692500000000005; 0; 0; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007917; 0; 0; 0; ML003; 17722; 140548090627840; 0.99634800000000001; 5; 0.98843099999999995; 0; 1; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006959; 0; 0; 0; ML003; 17722; 140548099020544; 0.99728300000000003; 5; 0.99032399999999998; 0; 2; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00729; 0; 0; 0; ML003; 17722; 140548073842432; 1.000669; 5; 0.99337900000000001; 0; 3; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006895; 0; 0; 0; ML003; 17722; 140548082235136; 1.0011699999999999; 5; 0.99427500000000002; 0; 4; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006686; 0; 0; 0; ML003; 17722; 140548090627840; 1.003107; 5; 0.996421; 0; 5; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006618; 0; 0; 0; ML003; 17722; 140548099020544; 1.0039549999999999; 5; 0.99733700000000003; 0; 6; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006369; 0; 0; 0; ML003; 17722; 140548082235136; 1.007592; 5; 1.001223; 0; 8; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007459; 0; 0; 0; ML003; 17722; 140548073842432; 1.0081830000000001; 5; 1.0007239999999999; 0; 7; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006749; 0; 0; 0; ML003; 17722; 140548090627840; 1.009925; 5; 1.0031760000000001; 0; 9; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.010086; 0; 0; 0; ML003; 17722; 140548099020544; 1.0140940000000001; 5; 1.004008; 0; 10; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006792; 0; 0; 0; ML003; 17722; 140548082235136; 1.0144340000000001; 5; 1.0076419999999999; 0; 11; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00653; 0; 0; 0; ML003; 17722; 140548090627840; 1.016526; 5; 1.0099959999999999; 0; 13; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011024; 0; 0; 0; ML003; 17722; 140548073842432; 1.019277; 5; 1.0082530000000001; 0; 12; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00681; 0; 0; 0; ML003; 17722; 140548082235136; 1.0212950000000001; 5; 1.0144850000000001; 0; 15; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008227; 0; 0; 0; ML003; 17722; 140548090627840; 1.0248280000000001; 5; 1.0166010000000001; 0; 16; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011819; 0; 0; 0; ML003; 17722; 140548099020544; 1.0259830000000001; 5; 1.0141640000000001; 0; 14; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00707; 0; 0; 0; ML003; 17722; 140548082235136; 1.0284409999999999; 5; 1.021371; 0; 18; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011521; 0; 0; 0; ML003; 17722; 140548073842432; 1.0308980000000001; 5; 1.019377; 0; 17; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006776; 0; 0; 0; ML003; 17722; 140548090627840; 1.0316780000000001; 5; 1.024902; 0; 19; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006397; 0; 0; 0; ML003; 17722; 140548082235136; 1.034886; 5; 1.028489; 0; 21; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011106; 0; 0; 0; ML003; 17722; 140548099020544; 1.037183; 5; 1.0260769999999999; 0; 20; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006714; 0; 0; 0; ML003; 17722; 140548090627840; 1.038459; 5; 1.0317449999999999; 0; 23; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006618; 0; 0; 0; ML003; 17722; 140548082235136; 1.0415479999999999; 5; 1.0349299999999999; 0; 24; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011271; 0; 0; 0; ML003; 17722; 140548073842432; 1.0422400000000001; 5; 1.030969; 0; 22; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006674; 0; 0; 0; ML003; 17722; 140548090627840; 1.045201; 5; 1.038527; 0; 26; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006717; 0; 0; 0; ML003; 17722; 140548082235136; 1.0483210000000001; 5; 1.041604; 0; 27; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011288; 0; 0; 0; ML003; 17722; 140548099020544; 1.0485390000000001; 5; 1.0372509999999999; 0; 25; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007999; 0; 0; 0; ML003; 17722; 140548090627840; 1.0532710000000001; 5; 1.045272; 0; 29; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011434; 0; 0; 0; ML003; 17722; 140548073842432; 1.0537430000000001; 5; 1.0423089999999999; 0; 28; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.008071; 0; 0; 0; ML003; 17722; 140548082235136; 1.0565009999999999; 5; 1.04843; 0; 30; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011476; 0; 0; 0; ML003; 17722; 140548099020544; 1.0601659999999999; 5; 1.0486899999999999; 0; 31; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007137; 0; 0; 0; ML003; 17722; 140548090627840; 1.0605009999999999; 5; 1.053364; 0; 32; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006766; 0; 0; 0; ML003; 17722; 140548082235136; 1.063348; 5; 1.0565819999999999; 0; 34; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011466; 0; 0; 0; ML003; 17722; 140548073842432; 1.0652809999999999; 5; 1.0538149999999999; 0; 33; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006596; 0; 0; 0; ML003; 17722; 140548090627840; 1.067143; 5; 1.0605469999999999; 0; 36; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006559; 0; 0; 0; ML003; 17722; 140548082235136; 1.069963; 5; 1.063404; 0; 37; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011527; 0; 0; 0; ML003; 17722; 140548099020544; 1.0718179999999999; 5; 1.0602910000000001; 0; 35; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006732; 0; 0; 0; ML003; 17722; 140548090627840; 1.07392; 5; 1.067188; 0; 39; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011231; 0; 0; 0; ML003; 17722; 140548073842432; 1.0766119999999999; 5; 1.0653809999999999; 0; 38; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00664; 0; 0; 0; ML003; 17722; 140548082235136; 1.076657; 5; 1.070017; 0; 40; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006697; 0; 0; 0; ML003; 17722; 140548090627840; 1.0806659999999999; 5; 1.073969; 0; 42; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011346; 0; 0; 0; ML003; 17722; 140548099020544; 1.0832619999999999; 5; 1.0719160000000001; 0; 41; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006986; 0; 0; 0; ML003; 17722; 140548082235136; 1.083752; 5; 1.0767659999999999; 0; 44; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007125; 0; 0; 0; ML003; 17722; 140548090627840; 1.0878410000000001; 5; 1.080716; 0; 45; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011518; 0; 0; 0; ML003; 17722; 140548073842432; 1.0882579999999999; 5; 1.07674; 0; 43; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006605; 0; 0; 0; ML003; 17722; 140548082235136; 1.0904069999999999; 5; 1.0838019999999999; 0; 47; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006746; 0; 0; 0; ML003; 17722; 140548090627840; 1.0946899999999999; 5; 1.087944; 0; 48; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011842; 0; 0; 0; ML003; 17722; 140548099020544; 1.09518; 5; 1.0833379999999999; 0; 46; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006678; 0; 0; 0; ML003; 17722; 140548082235136; 1.0971420000000001; 5; 1.0904640000000001; 0; 50; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011573; 0; 0; 0; ML003; 17722; 140548073842432; 1.0999270000000001; 5; 1.088354; 0; 49; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006886; 0; 0; 0; ML003; 17722; 140548090627840; 1.1016520000000001; 5; 1.0947659999999999; 0; 51; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00653; 0; 0; 0; ML003; 17722; 140548082235136; 1.103748; 5; 1.097218; 0; 53; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011672; 0; 0; 0; ML003; 17722; 140548099020544; 1.1069500000000001; 5; 1.095278; 0; 52; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006792; 0; 0; 0; ML003; 17722; 140548090627840; 1.108498; 5; 1.1017060000000001; 0; 55; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006533; 0; 0; 0; ML003; 17722; 140548082235136; 1.1103559999999999; 5; 1.103823; 0; 56; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.01153; 0; 0; 0; ML003; 17722; 140548073842432; 1.1115660000000001; 5; 1.100036; 0; 54; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007854; 0; 0; 0; ML003; 17722; 140548090627840; 1.1164160000000001; 5; 1.108562; 0; 58; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006788; 0; 0; 0; ML003; 17722; 140548082235136; 1.1171930000000001; 5; 1.1104050000000001; 0; 59; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011596; 0; 0; 0; ML003; 17722; 140548099020544; 1.118614; 5; 1.1070180000000001; 0; 57; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011509; 0; 0; 0; ML003; 17722; 140548073842432; 1.123167; 5; 1.111658; 0; 60; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006684; 0; 0; 0; ML003; 17722; 140548090627840; 1.123197; 5; 1.1165130000000001; 0; 61; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007045; 0; 0; 0; ML003; 17722; 140548082235136; 1.1243030000000001; 5; 1.1172580000000001; 0; 62; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011522; 0; 0; 0; ML003; 17722; 140548099020544; 1.1302099999999999; 5; 1.1186879999999999; 0; 63; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.007328; 0; 0; 0; ML003; 17722; 140548090627840; 1.1305799999999999; 5; 1.1232519999999999; 0; 65; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.00682; 0; 0; 0; ML003; 17722; 140548082235136; 1.1311789999999999; 5; 1.1243590000000001; 0; 66; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011493; 0; 0; 0; ML003; 17722; 140548073842432; 1.1347670000000001; 5; 1.1232740000000001; 0; 64; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006793; 0; 0; 0; ML003; 17722; 140548090627840; 1.137424; 5; 1.1306309999999999; 0; 68; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006801; 0; 0; 0; ML003; 17722; 140548082235136; 1.138034; 5; 1.1312329999999999; 0; 69; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.011569; 0; 0; 0; ML003; 17722; 140548099020544; 1.141883; 5; 1.130314; 0; 67; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
0.006816; 0; 0; 0; ML003; 17722; 140548090627840; 1.1442920000000001; 5; 1.1374759999999999; 0; 71; manipulator; 1; PRMkConfigDefault; robowflex::OMPL::UR5OMPLPipelinePlanner; ; ur5; 0; 0; 
